episode,predator_reward,prey_reward,capture_rate,predator_elo,prey_elo,policy_loss,value_loss,entropy
350,0.89,-0.89,0.95,1315.13,684.87,-0.009539,0.076078,1.378077
351,0.32,-0.32,0.95,1315.95,684.05,-0.009539,0.076078,1.378077
352,0.25,-0.25,0.95,1316.77,683.23,-0.009539,0.076078,1.378077
353,-0.37,0.37,0.95,1317.59,682.41,-0.009539,0.076078,1.378077
354,0.61,-0.61,0.95,1318.39,681.61,-0.009539,0.076078,1.378077
355,0.74,-0.74,0.95,1319.19,680.81,-0.009539,0.076078,1.378077
356,-0.84,0.84,0.95,1319.98,680.02,-0.005131,0.07758,1.351809
357,-0.35,0.35,0.95,1320.77,679.23,-0.005131,0.07758,1.351809
358,0.18,-0.18,0.95,1321.54,678.46,-0.005131,0.07758,1.351809
359,0.01,-0.01,0.95,1322.31,677.69,-0.005131,0.07758,1.351809
360,0.5,-0.5,0.95,1323.08,676.92,-0.005131,0.07758,1.351809
361,-0.43,0.43,0.95,1323.84,676.16,-0.005131,0.07758,1.351809
362,0.84,-0.84,0.95,1324.59,675.41,-0.005131,0.07758,1.351809
363,0.22,-0.22,0.95,1325.33,674.67,-0.005131,0.07758,1.351809
364,0.84,-0.84,0.95,1326.07,673.93,-0.005131,0.07758,1.351809
365,-2.0,2.0,0.9,1310.8,689.2,-0.005131,0.07758,1.351809
366,0.95,-0.95,0.9,1311.67,688.33,-0.005131,0.07758,1.351809
367,0.96,-0.96,0.95,1312.53,687.47,-0.005131,0.07758,1.351809
368,-0.25,0.25,0.95,1313.39,686.61,-0.005131,0.07758,1.351809
369,0.42,-0.42,0.95,1314.23,685.77,-0.005131,0.07758,1.351809
370,0.33,-0.33,0.95,1315.07,684.93,-0.005131,0.07758,1.351809
371,0.38,-0.38,0.95,1315.9,684.1,-0.005131,0.07758,1.351809
372,0.53,-0.53,0.95,1316.72,683.28,-0.005131,0.07758,1.351809
373,0.77,-0.77,0.95,1317.53,682.47,-0.005131,0.07758,1.351809
374,-0.86,0.86,0.95,1318.34,681.66,-0.005131,0.07758,1.351809
375,0.84,-0.84,0.95,1319.14,680.86,-0.005131,0.07758,1.351809
376,0.58,-0.58,0.95,1319.93,680.07,-0.005131,0.07758,1.351809
377,0.94,-0.94,0.95,1320.71,679.29,-0.005131,0.07758,1.351809
378,0.93,-0.93,0.95,1321.49,678.51,-0.005131,0.07758,1.351809
379,0.94,-0.94,0.95,1322.26,677.74,-0.005131,0.07758,1.351809
380,0.37,-0.37,0.95,1323.03,676.97,-0.005131,0.07758,1.351809
381,0.67,-0.67,0.95,1323.78,676.22,-0.005131,0.07758,1.351809
382,0.7,-0.7,0.95,1324.53,675.47,-0.005131,0.07758,1.351809
383,0.63,-0.63,0.95,1325.28,674.72,-0.005131,0.07758,1.351809
384,0.27,-0.27,0.95,1326.02,673.98,-0.005131,0.07758,1.351809
385,0.7,-0.7,1.0,1326.75,673.25,-0.005131,0.07758,1.351809
386,0.93,-0.93,1.0,1327.48,672.52,-0.005131,0.07758,1.351809
387,0.76,-0.76,1.0,1328.2,671.8,-0.005131,0.07758,1.351809
388,-0.67,0.67,1.0,1328.91,671.09,-0.010098,0.074802,1.347572
389,0.72,-0.72,1.0,1329.62,670.38,-0.010098,0.074802,1.347572
390,0.76,-0.76,1.0,1330.33,669.67,-0.010098,0.074802,1.347572
391,0.7,-0.7,1.0,1331.03,668.97,-0.010098,0.074802,1.347572
392,-0.2,0.2,1.0,1331.72,668.28,-0.010098,0.074802,1.347572
393,0.66,-0.66,1.0,1332.41,667.59,-0.010098,0.074802,1.347572
394,0.6,-0.6,1.0,1333.09,666.91,-0.010098,0.074802,1.347572
395,-0.09,0.09,1.0,1333.76,666.24,-0.010098,0.074802,1.347572
396,0.92,-0.92,1.0,1334.44,665.56,-0.010098,0.074802,1.347572
397,0.68,-0.68,1.0,1335.1,664.9,-0.010098,0.074802,1.347572
398,0.97,-0.97,1.0,1335.76,664.24,-0.010098,0.074802,1.347572
399,0.8,-0.8,1.0,1336.42,663.58,-0.010098,0.074802,1.347572
400,0.6,-0.6,1.0,1337.07,662.93,-0.010098,0.074802,1.347572
401,0.79,-0.79,1.0,1337.72,662.28,-0.010098,0.074802,1.347572
402,0.68,-0.68,1.0,1338.36,661.64,-0.010098,0.074802,1.347572
403,-0.52,0.52,1.0,1339.0,661.0,-0.010098,0.074802,1.347572
404,0.87,-0.87,1.0,1339.63,660.37,-0.010098,0.074802,1.347572
405,-0.58,0.58,1.0,1340.26,659.74,-0.010098,0.074802,1.347572
406,0.2,-0.2,1.0,1340.88,659.12,-0.010098,0.074802,1.347572
407,-0.84,0.84,1.0,1341.5,658.5,-0.010098,0.074802,1.347572
408,0.24,-0.24,1.0,1342.12,657.88,-0.010098,0.074802,1.347572
409,0.34,-0.34,1.0,1342.73,657.27,-0.010098,0.074802,1.347572
410,0.64,-0.64,1.0,1343.34,656.66,-0.010098,0.074802,1.347572
411,1.0,-1.0,1.0,1343.94,656.06,-0.010098,0.074802,1.347572
412,-0.1,0.1,1.0,1344.54,655.46,-0.010098,0.074802,1.347572
413,0.84,-0.84,1.0,1345.13,654.87,-0.010098,0.074802,1.347572
414,-0.23,0.23,1.0,1345.73,654.27,-0.010098,0.074802,1.347572
415,0.83,-0.83,1.0,1346.31,653.69,-0.010098,0.074802,1.347572
416,0.92,-0.92,1.0,1346.89,653.11,-0.010098,0.074802,1.347572
417,0.72,-0.72,1.0,1347.47,652.53,-0.010098,0.074802,1.347572
418,0.74,-0.74,1.0,1348.05,651.95,-0.010098,0.074802,1.347572
419,-0.02,0.02,1.0,1348.62,651.38,-0.010098,0.074802,1.347572
420,0.3,-0.3,1.0,1349.19,650.81,-0.010098,0.074802,1.347572
421,-0.46,0.46,1.0,1349.75,650.25,-0.006332,0.072967,1.314747
422,0.99,-0.99,1.0,1350.31,649.69,-0.006332,0.072967,1.314747
423,0.97,-0.97,1.0,1350.87,649.13,-0.006332,0.072967,1.314747
424,-2.0,2.0,0.95,1335.42,664.58,-0.006332,0.072967,1.314747
425,0.64,-0.64,0.95,1336.08,663.92,-0.006332,0.072967,1.314747
426,-0.42,0.42,0.95,1336.74,663.26,-0.006332,0.072967,1.314747
427,-0.36,0.36,0.95,1337.39,662.61,-0.006332,0.072967,1.314747
428,0.75,-0.75,0.95,1338.03,661.97,-0.006332,0.072967,1.314747
429,0.27,-0.27,0.95,1338.67,661.33,-0.006332,0.072967,1.314747
430,1.0,-1.0,0.95,1339.31,660.69,-0.006332,0.072967,1.314747
431,0.69,-0.69,0.95,1339.94,660.06,-0.006332,0.072967,1.314747
432,0.29,-0.29,0.95,1340.56,659.44,-0.006332,0.072967,1.314747
433,0.11,-0.11,0.95,1341.19,658.81,-0.006332,0.072967,1.314747
434,-0.4,0.4,0.95,1341.8,658.2,-0.006332,0.072967,1.314747
435,0.37,-0.37,0.95,1342.42,657.58,-0.006332,0.072967,1.314747
436,0.84,-0.84,0.95,1343.03,656.97,-0.006332,0.072967,1.314747
437,0.82,-0.82,0.95,1343.63,656.37,-0.006332,0.072967,1.314747
438,0.81,-0.81,0.95,1344.23,655.77,-0.006332,0.072967,1.314747
439,-0.09,0.09,0.95,1344.83,655.17,-0.006332,0.072967,1.314747
440,-0.16,0.16,0.95,1345.42,654.58,-0.006332,0.072967,1.314747
441,-0.92,0.92,0.95,1346.01,653.99,-0.006332,0.072967,1.314747
442,0.74,-0.74,0.95,1346.6,653.4,-0.006332,0.072967,1.314747
443,0.87,-0.87,0.95,1347.18,652.82,-0.006332,0.072967,1.314747
444,0.2,-0.2,1.0,1347.75,652.25,-0.006332,0.072967,1.314747
445,0.78,-0.78,1.0,1348.33,651.67,-0.006332,0.072967,1.314747
446,0.3,-0.3,1.0,1348.9,651.1,-0.006332,0.072967,1.314747
447,0.68,-0.68,1.0,1349.46,650.54,-0.006332,0.072967,1.314747
448,-2.0,2.0,0.95,1334.03,665.97,-0.006332,0.072967,1.314747
449,-2.0,2.0,0.9,1318.7,681.3,-0.007095,0.060994,1.332158
450,-0.4,0.4,0.9,1319.49,680.51,-0.007095,0.060994,1.332158
451,0.51,-0.51,0.9,1320.28,679.72,-0.007095,0.060994,1.332158
452,0.06,-0.06,0.9,1321.06,678.94,-0.007095,0.060994,1.332158
453,0.3,-0.3,0.9,1321.84,678.16,-0.007095,0.060994,1.332158
454,0.93,-0.93,0.9,1322.6,677.4,-0.007095,0.060994,1.332158
455,-2.0,2.0,0.85,1307.37,692.63,-0.007095,0.060994,1.332158
456,-2.0,2.0,0.8,1292.27,707.73,-0.007095,0.060994,1.332158
457,0.43,-0.43,0.8,1293.34,706.66,-0.007095,0.060994,1.332158
458,-2.0,2.0,0.75,1278.4,721.6,-0.007095,0.060994,1.332158
459,-0.91,0.91,0.75,1279.64,720.36,-0.007095,0.060994,1.332158
460,0.24,-0.24,0.75,1280.87,719.13,-0.007095,0.060994,1.332158
461,-0.62,0.62,0.75,1282.09,717.91,-0.007095,0.060994,1.332158
462,0.73,-0.73,0.75,1283.28,716.72,-0.007095,0.060994,1.332158
463,0.57,-0.57,0.75,1284.46,715.54,-0.007095,0.060994,1.332158
464,0.07,-0.07,0.75,1285.63,714.37,-0.007095,0.060994,1.332158
465,0.87,-0.87,0.75,1286.78,713.22,-0.007095,0.060994,1.332158
466,-0.17,0.17,0.75,1287.92,712.08,-0.007095,0.060994,1.332158
467,-0.28,0.28,0.75,1289.04,710.96,-0.007095,0.060994,1.332158
468,0.02,-0.02,0.8,1290.15,709.85,-0.008264,0.051004,1.331955
469,0.54,-0.54,0.85,1291.24,708.76,-0.008264,0.051004,1.331955
470,0.78,-0.78,0.85,1292.32,707.68,-0.008264,0.051004,1.331955
471,1.0,-1.0,0.85,1293.39,706.61,-0.008264,0.051004,1.331955
472,0.33,-0.33,0.85,1294.45,705.55,-0.008264,0.051004,1.331955
473,0.07,-0.07,0.85,1295.49,704.51,-0.008264,0.051004,1.331955
474,0.36,-0.36,0.85,1296.52,703.48,-0.008264,0.051004,1.331955
475,-0.91,0.91,0.9,1297.54,702.46,-0.008264,0.051004,1.331955
476,-0.06,0.06,0.95,1298.55,701.45,-0.008264,0.051004,1.331955
477,0.01,-0.01,0.95,1299.55,700.45,-0.008264,0.051004,1.331955
478,0.82,-0.82,1.0,1300.53,699.47,-0.008264,0.051004,1.331955
479,0.14,-0.14,1.0,1301.51,698.49,-0.008264,0.051004,1.331955
480,-0.23,0.23,1.0,1302.47,697.53,-0.008264,0.051004,1.331955
481,0.26,-0.26,1.0,1303.43,696.57,-0.008264,0.051004,1.331955
482,-0.43,0.43,1.0,1304.37,695.63,-0.008264,0.051004,1.331955
483,0.98,-0.98,1.0,1305.31,694.69,-0.008264,0.051004,1.331955
484,-0.39,0.39,1.0,1306.23,693.77,-0.008264,0.051004,1.331955
485,-2.0,2.0,0.95,1291.15,708.85,-0.008264,0.051004,1.331955
486,-2.0,2.0,0.9,1276.23,723.77,-0.008264,0.051004,1.331955
487,0.62,-0.62,0.9,1277.51,722.49,-0.008264,0.051004,1.331955
488,0.63,-0.63,0.9,1278.77,721.23,-0.008264,0.051004,1.331955
489,0.58,-0.58,0.9,1280.01,719.99,-0.008264,0.051004,1.331955
490,0.39,-0.39,0.9,1281.23,718.77,-0.008264,0.051004,1.331955
491,0.37,-0.37,0.9,1282.44,717.56,-0.008264,0.051004,1.331955
492,0.6,-0.6,0.9,1283.63,716.37,-0.008264,0.051004,1.331955
493,0.58,-0.58,0.9,1284.81,715.19,-0.007336,0.063868,1.304349
494,0.85,-0.85,0.9,1285.97,714.03,-0.007336,0.063868,1.304349
495,0.86,-0.86,0.9,1287.12,712.88,-0.007336,0.063868,1.304349
496,0.42,-0.42,0.9,1288.25,711.75,-0.007336,0.063868,1.304349
497,-0.6,0.6,0.9,1289.37,710.63,-0.007336,0.063868,1.304349
498,0.9,-0.9,0.9,1290.47,709.53,-0.007336,0.063868,1.304349
499,0.65,-0.65,0.9,1291.56,708.44,-0.007336,0.063868,1.304349
500,-0.65,0.65,0.9,1292.64,707.36,-0.007336,0.063868,1.304349
501,0.22,-0.22,0.9,1293.71,706.29,-0.007336,0.063868,1.304349
502,0.62,-0.62,0.9,1294.76,705.24,-0.007336,0.063868,1.304349
503,0.54,-0.54,0.9,1295.8,704.2,-0.007336,0.063868,1.304349
504,0.89,-0.89,0.9,1296.83,703.17,-0.007336,0.063868,1.304349
505,-0.88,0.88,0.95,1297.84,702.16,-0.007336,0.063868,1.304349
506,0.73,-0.73,1.0,1298.85,701.15,-0.007336,0.063868,1.304349
507,0.34,-0.34,1.0,1299.84,700.16,-0.007336,0.063868,1.304349
508,0.86,-0.86,1.0,1300.82,699.18,-0.007336,0.063868,1.304349
509,0.81,-0.81,1.0,1301.8,698.2,-0.007336,0.063868,1.304349
510,0.64,-0.64,1.0,1302.76,697.24,-0.007336,0.063868,1.304349
511,-2.0,2.0,0.95,1287.71,712.29,-0.007336,0.063868,1.304349
512,0.28,-0.28,0.95,1288.83,711.17,-0.007336,0.063868,1.304349
513,-0.38,0.38,0.95,1289.94,710.06,-0.007336,0.063868,1.304349
514,0.13,-0.13,0.95,1291.04,708.96,-0.007336,0.063868,1.304349
515,0.64,-0.64,0.95,1292.12,707.88,-0.007336,0.063868,1.304349
516,0.72,-0.72,0.95,1293.2,706.8,-0.007336,0.063868,1.304349
517,0.95,-0.95,0.95,1294.25,705.75,-0.007336,0.063868,1.304349
518,0.09,-0.09,0.95,1295.3,704.7,-0.007336,0.063868,1.304349
519,-0.98,0.98,0.95,1296.33,703.67,-0.007336,0.063868,1.304349
520,0.56,-0.56,0.95,1297.36,702.64,-0.007336,0.063868,1.304349
521,-0.79,0.79,0.95,1298.37,701.63,-0.009285,0.076215,1.229744
522,0.89,-0.89,0.95,1299.36,700.64,-0.009285,0.076215,1.229744
523,-0.02,0.02,0.95,1300.35,699.65,-0.009285,0.076215,1.229744
524,-0.59,0.59,0.95,1301.33,698.67,-0.009285,0.076215,1.229744
525,0.88,-0.88,0.95,1302.3,697.7,-0.009285,0.076215,1.229744
526,-2.0,2.0,0.9,1287.25,712.75,-0.009285,0.076215,1.229744
527,-2.0,2.0,0.85,1272.38,727.62,-0.009285,0.076215,1.229744
528,-2.0,2.0,0.8,1257.72,742.28,-0.009285,0.076215,1.229744
529,0.42,-0.42,0.8,1259.28,740.72,-0.009285,0.076215,1.229744
530,-0.24,0.24,0.8,1260.82,739.18,-0.009285,0.076215,1.229744
531,-0.05,0.05,0.85,1262.33,737.67,-0.009285,0.076215,1.229744
532,0.82,-0.82,0.85,1263.82,736.18,-0.009285,0.076215,1.229744
533,0.38,-0.38,0.85,1265.29,734.71,-0.009285,0.076215,1.229744
534,0.41,-0.41,0.85,1266.73,733.27,-0.009285,0.076215,1.229744
535,0.87,-0.87,0.85,1268.15,731.85,-0.009285,0.076215,1.229744
536,-0.99,0.99,0.85,1269.54,730.46,-0.009285,0.076215,1.229744
537,0.68,-0.68,0.85,1270.92,729.08,-0.009285,0.076215,1.229744
538,0.82,-0.82,0.85,1272.27,727.73,-0.009285,0.076215,1.229744
539,0.97,-0.97,0.85,1273.61,726.39,-0.009285,0.076215,1.229744
540,-2.0,2.0,0.8,1258.92,741.08,-0.009285,0.076215,1.229744
541,-0.16,0.16,0.8,1260.47,739.53,-0.009285,0.076215,1.229744
542,0.17,-0.17,0.8,1261.99,738.01,-0.009285,0.076215,1.229744
543,0.96,-0.96,0.8,1263.48,736.52,-0.009285,0.076215,1.229744
544,0.23,-0.23,0.8,1264.95,735.05,-0.007584,0.061092,1.215401
545,-0.49,0.49,0.8,1266.4,733.6,-0.007584,0.061092,1.215401
546,0.44,-0.44,0.85,1267.82,732.18,-0.007584,0.061092,1.215401
547,-0.41,0.41,0.9,1269.22,730.78,-0.007584,0.061092,1.215401
548,0.88,-0.88,0.95,1270.6,729.4,-0.007584,0.061092,1.215401
549,-0.63,0.63,0.95,1271.96,728.04,-0.007584,0.061092,1.215401
550,-0.63,0.63,0.95,1273.3,726.7,-0.007584,0.061092,1.215401
551,0.6,-0.6,0.95,1274.62,725.38,-0.007584,0.061092,1.215401
552,0.82,-0.82,0.95,1275.92,724.08,-0.007584,0.061092,1.215401
553,-0.06,0.06,0.95,1277.2,722.8,-0.007584,0.061092,1.215401
554,-2.0,2.0,0.9,1262.47,737.53,-0.007584,0.061092,1.215401
555,-0.76,0.76,0.9,1263.95,736.05,-0.007584,0.061092,1.215401
556,0.15,-0.15,0.9,1265.42,734.58,-0.007584,0.061092,1.215401
557,0.97,-0.97,0.9,1266.85,733.15,-0.007584,0.061092,1.215401
558,0.31,-0.31,0.9,1268.27,731.73,-0.007584,0.061092,1.215401
559,-0.38,0.38,0.9,1269.67,730.33,-0.007584,0.061092,1.215401
560,-2.0,2.0,0.9,1255.04,744.96,-0.007584,0.061092,1.215401
561,0.96,-0.96,0.9,1256.65,743.35,-0.007584,0.061092,1.215401
562,-0.45,0.45,0.9,1258.24,741.76,-0.007584,0.061092,1.215401
563,-2.0,2.0,0.85,1243.79,756.21,-0.009494,0.058883,1.165864
564,0.66,-0.66,0.85,1245.62,754.38,-0.009494,0.058883,1.165864
565,0.19,-0.19,0.85,1247.4,752.6,-0.009494,0.058883,1.165864
566,0.21,-0.21,0.85,1249.15,750.85,-0.009494,0.058883,1.165864
567,-2.0,2.0,0.8,1234.87,765.13,-0.009494,0.058883,1.165864
568,0.91,-0.91,0.8,1236.88,763.12,-0.009494,0.058883,1.165864
569,0.64,-0.64,0.8,1238.85,761.15,-0.009494,0.058883,1.165864
570,-2.0,2.0,0.75,1224.77,775.23,-0.009494,0.058883,1.165864
571,-2.0,2.0,0.7,1211.01,788.99,-0.009494,0.058883,1.165864
572,-0.35,0.35,0.7,1213.6,786.4,-0.009494,0.058883,1.165864
573,-2.0,2.0,0.65,1200.12,799.88,-0.009494,0.058883,1.165864
574,-0.15,0.15,0.7,1203.02,796.98,-0.009494,0.058883,1.165864
575,-2.0,2.0,0.65,1189.84,810.16,-0.009494,0.058883,1.165864
576,-0.25,0.25,0.65,1193.08,806.92,-0.009494,0.058883,1.165864
577,0.25,-0.25,0.65,1196.2,803.8,-0.009494,0.058883,1.165864
578,-0.4,0.4,0.65,1199.23,800.77,-0.009494,0.058883,1.165864
579,0.08,-0.08,0.65,1202.16,797.84,-0.009494,0.058883,1.165864
580,0.78,-0.78,0.7,1205.01,794.99,-0.007444,0.044596,1.170363
581,-0.41,0.41,0.7,1207.77,792.23,-0.007444,0.044596,1.170363
582,-2.0,2.0,0.65,1194.45,805.55,-0.007444,0.044596,1.170363
583,0.46,-0.46,0.7,1197.53,802.47,-0.007444,0.044596,1.170363
584,-0.87,0.87,0.7,1200.52,799.48,-0.007444,0.044596,1.170363
585,-2.0,2.0,0.65,1187.41,812.59,-0.007444,0.044596,1.170363
586,-2.0,2.0,0.6,1174.72,825.28,-0.007444,0.044596,1.170363
587,-2.0,2.0,0.6,1162.5,837.5,-0.007444,0.044596,1.170363
588,0.62,-0.62,0.6,1166.77,833.23,-0.007444,0.044596,1.170363
589,0.36,-0.36,0.6,1170.86,829.14,-0.007444,0.044596,1.170363
590,0.72,-0.72,0.65,1174.79,825.21,-0.007444,0.044596,1.170363
591,-0.83,0.83,0.7,1178.56,821.44,-0.007444,0.044596,1.170363
592,-2.0,2.0,0.65,1166.19,833.81,-0.007444,0.044596,1.170363
593,0.53,-0.53,0.7,1170.31,829.69,-0.007444,0.044596,1.170363
594,-2.0,2.0,0.65,1158.26,841.74,-0.007444,0.044596,1.170363
595,-2.0,2.0,0.65,1146.71,853.29,-0.008789,0.045081,1.148843
596,0.42,-0.42,0.65,1151.7,848.3,-0.008789,0.045081,1.148843
597,-2.0,2.0,0.6,1140.45,859.55,-0.008789,0.045081,1.148843
598,-0.67,0.67,0.6,1145.75,854.25,-0.008789,0.045081,1.148843
599,0.89,-0.89,0.6,1150.79,849.21,-0.008789,0.045081,1.148843
600,-2.0,2.0,0.55,1139.58,860.42,-0.008789,0.045081,1.148843
601,-0.09,0.09,0.55,1144.92,855.08,-0.008789,0.045081,1.148843
602,-0.04,0.04,0.6,1150.0,850.0,-0.008789,0.045081,1.148843
603,-0.55,0.55,0.6,1154.83,845.17,-0.008789,0.045081,1.148843
604,0.26,-0.26,0.6,1159.44,840.56,-0.008789,0.045081,1.148843
605,-0.41,0.41,0.65,1163.84,836.16,-0.008789,0.045081,1.148843
606,0.71,-0.71,0.7,1168.06,831.94,-0.008789,0.045081,1.148843
607,-2.0,2.0,0.7,1156.09,843.91,-0.008789,0.045081,1.148843
608,-2.0,2.0,0.65,1144.64,855.36,-0.008789,0.045081,1.148843
609,-2.0,2.0,0.6,1133.73,866.27,-0.008789,0.045081,1.148843
610,0.52,-0.52,0.6,1139.39,860.61,-0.008789,0.045081,1.148843
611,-0.22,0.22,0.6,1144.74,855.26,-0.005623,0.043413,0.979107
612,-2.0,2.0,0.6,1133.82,866.18,-0.005623,0.043413,0.979107
613,-2.0,2.0,0.55,1123.47,876.53,-0.005623,0.043413,0.979107
614,-2.0,2.0,0.55,1113.69,886.31,-0.005623,0.043413,0.979107
615,0.04,-0.04,0.6,1120.5,879.5,-0.005623,0.043413,0.979107
616,-2.0,2.0,0.55,1110.89,889.11,-0.005623,0.043413,0.979107
617,-0.39,0.39,0.6,1117.87,882.13,-0.005623,0.043413,0.979107
618,1.0,-1.0,0.6,1124.42,875.58,-0.005623,0.043413,0.979107
619,0.55,-0.55,0.6,1130.59,869.41,-0.005623,0.043413,0.979107
620,-2.0,2.0,0.6,1120.41,879.59,-0.005623,0.043413,0.979107
621,-0.16,0.16,0.6,1126.81,873.19,-0.005623,0.043413,0.979107
622,-0.58,0.58,0.6,1132.84,867.16,-0.005623,0.043413,0.979107
623,0.91,-0.91,0.6,1138.54,861.46,-0.005623,0.043413,0.979107
624,0.13,-0.13,0.6,1143.94,856.06,-0.005623,0.043413,0.979107
625,-0.33,0.33,0.6,1149.06,850.94,-0.005623,0.043413,0.979107
626,0.9,-0.9,0.6,1153.94,846.06,-0.005623,0.043413,0.979107
627,-2.0,2.0,0.6,1142.59,857.41,-0.002921,0.056094,1.069491
628,-0.75,0.75,0.65,1147.78,852.22,-0.002921,0.056094,1.069491
629,-2.0,2.0,0.65,1136.72,863.28,-0.002921,0.056094,1.069491
630,0.4,-0.4,0.65,1142.21,857.79,-0.002921,0.056094,1.069491
631,0.28,-0.28,0.65,1147.42,852.58,-0.002921,0.056094,1.069491
632,0.92,-0.92,0.7,1152.37,847.63,-0.002921,0.056094,1.069491
633,0.81,-0.81,0.75,1157.09,842.91,-0.002921,0.056094,1.069491
634,0.06,-0.06,0.8,1161.6,838.4,-0.002921,0.056094,1.069491
635,0.42,-0.42,0.8,1165.91,834.09,-0.002921,0.056094,1.069491
636,0.7,-0.7,0.85,1170.04,829.96,-0.002921,0.056094,1.069491
637,0.78,-0.78,0.85,1174.0,826.0,-0.002921,0.056094,1.069491
638,-0.63,0.63,0.85,1177.8,822.2,-0.002921,0.056094,1.069491
639,-2.0,2.0,0.8,1165.46,834.54,-0.002921,0.056094,1.069491
640,-2.0,2.0,0.8,1153.6,846.4,-0.002921,0.056094,1.069491
641,0.85,-0.85,0.8,1158.27,841.73,-0.002921,0.056094,1.069491
642,-2.0,2.0,0.75,1146.72,853.28,-0.002921,0.056094,1.069491
643,0.71,-0.71,0.75,1151.71,848.29,-0.002921,0.056094,1.069491
644,-2.0,2.0,0.7,1140.46,859.54,-0.002921,0.056094,1.069491
645,-2.0,2.0,0.65,1129.76,870.24,-0.002921,0.056094,1.069491
646,-0.42,0.42,0.65,1135.63,864.37,-0.005278,0.066146,1.035217
647,-0.69,0.69,0.7,1141.18,858.82,-0.005278,0.066146,1.035217
648,-0.76,0.76,0.7,1146.44,853.56,-0.005278,0.066146,1.035217
649,0.55,-0.55,0.75,1151.44,848.56,-0.005278,0.066146,1.035217
650,-2.0,2.0,0.7,1140.21,859.79,-0.005278,0.066146,1.035217
651,-0.35,0.35,0.7,1145.52,854.48,-0.005278,0.066146,1.035217
652,0.54,-0.54,0.7,1150.56,849.44,-0.005278,0.066146,1.035217
653,-0.63,0.63,0.7,1155.37,844.63,-0.005278,0.066146,1.035217
654,-2.0,2.0,0.65,1143.95,856.05,-0.005278,0.066146,1.035217
655,0.15,-0.15,0.65,1149.08,850.92,-0.005278,0.066146,1.035217
656,-2.0,2.0,0.6,1137.95,862.05,-0.005278,0.066146,1.035217
657,-2.0,2.0,0.55,1127.38,872.62,-0.005278,0.066146,1.035217
658,-0.25,0.25,0.55,1133.38,866.62,-0.005278,0.066146,1.035217
659,-2.0,2.0,0.55,1123.05,876.95,-0.002887,0.05242,0.792479
660,-0.18,0.18,0.6,1129.29,870.71,-0.002887,0.05242,0.792479
661,0.22,-0.22,0.6,1135.19,864.81,-0.002887,0.05242,0.792479
662,-0.38,0.38,0.65,1140.76,859.24,-0.002887,0.05242,0.792479
663,-2.0,2.0,0.6,1130.04,869.96,-0.002887,0.05242,0.792479
664,-0.95,0.95,0.65,1135.9,864.1,-0.002887,0.05242,0.792479
665,-2.0,2.0,0.65,1125.43,874.57,-0.002887,0.05242,0.792479
666,-0.48,0.48,0.65,1131.54,868.46,-0.002887,0.05242,0.792479
667,0.28,-0.28,0.65,1137.31,862.69,-0.002887,0.05242,0.792479
668,-0.64,0.64,0.65,1142.77,857.23,-0.002887,0.05242,0.792479
669,-2.0,2.0,0.6,1131.95,868.05,-0.002887,0.05242,0.792479
670,0.25,-0.25,0.65,1137.7,862.3,-0.002887,0.05242,0.792479
671,0.76,-0.76,0.65,1143.14,856.86,-0.002887,0.05242,0.792479
672,-2.0,2.0,0.6,1132.31,867.69,-0.002887,0.05242,0.792479
673,-2.0,2.0,0.55,1122.03,877.97,-0.002887,0.05242,0.792479
674,-0.06,0.06,0.6,1128.34,871.66,-0.004996,0.050089,0.77778
675,0.76,-0.76,0.6,1134.28,865.72,-0.004996,0.050089,0.77778
676,-2.0,2.0,0.6,1123.91,876.09,-0.004996,0.050089,0.77778
677,-2.0,2.0,0.6,1114.1,885.9,-0.004996,0.050089,0.77778
678,0.19,-0.19,0.6,1120.88,879.12,-0.004996,0.050089,0.77778
679,0.92,-0.92,0.65,1127.25,872.75,-0.004996,0.050089,0.77778
680,-2.0,2.0,0.6,1117.26,882.74,-0.004996,0.050089,0.77778
681,-2.0,2.0,0.55,1107.85,892.15,-0.004996,0.050089,0.77778
682,0.52,-0.52,0.55,1115.02,884.98,-0.004996,0.050089,0.77778
683,0.64,-0.64,0.6,1121.74,878.26,-0.004996,0.050089,0.77778
684,0.99,-0.99,0.6,1128.07,871.93,-0.004996,0.050089,0.77778
685,-2.0,2.0,0.6,1118.03,881.97,-0.004996,0.050089,0.77778
686,-0.3,0.3,0.6,1124.57,875.43,-0.004996,0.050089,0.77778
687,-2.0,2.0,0.55,1114.73,885.27,-0.004996,0.050089,0.77778
688,-2.0,2.0,0.5,1105.47,894.53,-0.004996,0.050089,0.77778
689,-0.16,0.16,0.55,1112.8,887.2,-0.004996,0.050089,0.77778
690,0.39,-0.39,0.55,1119.66,880.34,-0.004996,0.050089,0.77778
691,-0.18,0.18,0.55,1126.1,873.9,-0.005236,0.059212,0.868602
692,-2.0,2.0,0.55,1116.17,883.83,-0.005236,0.059212,0.868602
693,-2.0,2.0,0.55,1106.83,893.17,-0.005236,0.059212,0.868602
694,-2.0,2.0,0.5,1098.06,901.94,-0.005236,0.059212,0.868602
695,-0.58,0.58,0.5,1105.88,894.12,-0.005236,0.059212,0.868602
696,0.81,-0.81,0.55,1113.18,886.82,-0.005236,0.059212,0.868602
697,-2.0,2.0,0.55,1104.02,895.98,-0.005236,0.059212,0.868602
