episode,predator_reward,prey_reward,capture_rate,predator_elo,prey_elo,policy_loss,value_loss,entropy,om_loss
1336,-2.0,2.0,0.35,1066.62,933.38,-0.004923,0.030692,0.346828,7.1e-05
1337,0.8,-0.8,0.4,1076.77,923.23,-0.004923,0.030692,0.346828,7.1e-05
1338,0.45,-0.45,0.4,1086.13,913.87,-0.004923,0.030692,0.346828,7.1e-05
1339,-0.23,0.23,0.4,1094.79,905.21,-0.004923,0.030692,0.346828,7.1e-05
1340,-2.0,2.0,0.4,1086.83,913.17,-0.004923,0.030692,0.346828,7.1e-05
1341,-2.0,2.0,0.4,1079.44,920.56,-0.004923,0.030692,0.346828,7.1e-05
1342,-0.07,0.07,0.4,1088.59,911.41,-0.004923,0.030692,0.346828,7.1e-05
1343,0.8,-0.8,0.4,1097.07,902.93,-0.004923,0.030692,0.346828,7.1e-05
1344,-0.44,0.44,0.45,1104.96,895.04,-0.004923,0.030692,0.346828,7.1e-05
1345,0.39,-0.39,0.5,1112.32,887.68,-0.004923,0.030692,0.346828,7.1e-05
1346,0.31,-0.31,0.55,1119.21,880.79,-0.004923,0.030692,0.346828,7.1e-05
1347,0.24,-0.24,0.6,1125.68,874.32,-0.004923,0.030692,0.346828,7.1e-05
1348,-0.82,0.82,0.65,1131.78,868.22,-0.004923,0.030692,0.346828,7.1e-05
1349,0.04,-0.04,0.7,1137.53,862.47,-0.004923,0.030692,0.346828,7.1e-05
1350,-0.01,0.01,0.75,1142.98,857.02,-0.004923,0.030692,0.346828,7.1e-05
1351,-2.0,2.0,0.7,1132.16,867.84,-0.004923,0.030692,0.346828,7.1e-05
1352,0.05,-0.05,0.75,1137.89,862.11,-0.004923,0.030692,0.346828,7.1e-05
1353,-2.0,2.0,0.7,1127.32,872.68,-0.003912,0.08764,0.477352,9.7e-05
1354,-2.0,2.0,0.65,1117.32,882.68,-0.003912,0.08764,0.477352,9.7e-05
1355,-0.51,0.51,0.7,1123.91,876.09,-0.003912,0.08764,0.477352,9.7e-05
1356,0.08,-0.08,0.75,1130.11,869.89,-0.003912,0.08764,0.477352,9.7e-05
1357,-2.0,2.0,0.7,1119.95,880.05,-0.003912,0.08764,0.477352,9.7e-05
1358,0.84,-0.84,0.7,1126.38,873.62,-0.003912,0.08764,0.477352,9.7e-05
1359,-0.93,0.93,0.7,1132.44,867.56,-0.003912,0.08764,0.477352,9.7e-05
1360,0.98,-0.98,0.75,1138.16,861.84,-0.003912,0.08764,0.477352,9.7e-05
1361,-2.0,2.0,0.75,1127.57,872.43,-0.003912,0.08764,0.477352,9.7e-05
1362,-2.0,2.0,0.7,1117.56,882.44,-0.003912,0.08764,0.477352,9.7e-05
1363,-2.0,2.0,0.65,1108.13,891.87,-0.003912,0.08764,0.477352,9.7e-05
1364,-0.11,0.11,0.65,1115.29,884.71,-0.003912,0.08764,0.477352,9.7e-05
1365,-2.0,2.0,0.6,1105.99,894.01,-0.003912,0.08764,0.477352,9.7e-05
1366,-2.0,2.0,0.55,1097.29,902.71,-0.005445,0.042286,0.467192,8.3e-05
1367,-2.0,2.0,0.5,1089.16,910.84,-0.005445,0.042286,0.467192,8.3e-05
1368,-2.0,2.0,0.45,1081.6,918.4,-0.005445,0.042286,0.467192,8.3e-05
1369,-0.12,0.12,0.45,1090.59,909.41,-0.005445,0.042286,0.467192,8.3e-05
1370,-2.0,2.0,0.4,1082.93,917.07,-0.005445,0.042286,0.467192,8.3e-05
1371,0.04,-0.04,0.45,1091.82,908.18,-0.005445,0.042286,0.467192,8.3e-05
1372,-2.0,2.0,0.4,1084.07,915.93,-0.005445,0.042286,0.467192,8.3e-05
1373,-2.0,2.0,0.4,1076.88,923.12,-0.005445,0.042286,0.467192,8.3e-05
1374,0.73,-0.73,0.45,1086.23,913.77,-0.005445,0.042286,0.467192,8.3e-05
1375,-2.0,2.0,0.4,1078.88,921.12,-0.005445,0.042286,0.467192,8.3e-05
1376,-0.39,0.39,0.4,1088.08,911.92,-0.005445,0.042286,0.467192,8.3e-05
1377,-0.62,0.62,0.45,1096.6,903.4,-0.005445,0.042286,0.467192,8.3e-05
1378,0.49,-0.49,0.45,1104.52,895.48,-0.005445,0.042286,0.467192,8.3e-05
1379,0.84,-0.84,0.45,1111.9,888.1,-0.005445,0.042286,0.467192,8.3e-05
1380,-0.02,0.02,0.45,1118.82,881.18,-0.005445,0.042286,0.467192,8.3e-05
1381,-0.9,0.9,0.5,1125.32,874.68,-0.007848,0.058712,0.326901,6.8e-05
1382,-0.79,0.79,0.55,1131.43,868.57,-0.007848,0.058712,0.326901,6.8e-05
1383,-2.0,2.0,0.55,1121.21,878.79,-0.007848,0.058712,0.326901,6.8e-05
1384,-2.0,2.0,0.5,1111.56,888.44,-0.007848,0.058712,0.326901,6.8e-05
1385,-2.0,2.0,0.5,1102.5,897.5,-0.007848,0.058712,0.326901,6.8e-05
1386,-2.0,2.0,0.5,1094.02,905.98,-0.007848,0.058712,0.326901,6.8e-05
1387,-2.0,2.0,0.5,1086.12,913.88,-0.007848,0.058712,0.326901,6.8e-05
1388,-2.0,2.0,0.5,1078.78,921.22,-0.007848,0.058712,0.326901,6.8e-05
1389,-2.0,2.0,0.45,1071.98,928.02,-0.007848,0.058712,0.326901,6.8e-05
1390,0.37,-0.37,0.5,1081.71,918.29,-0.007848,0.058712,0.326901,6.8e-05
1391,-2.0,2.0,0.45,1074.69,925.31,-0.007848,0.058712,0.326901,6.8e-05
1392,-2.0,2.0,0.45,1068.21,931.79,-0.003682,0.029193,0.220241,3.9e-05
1393,-2.0,2.0,0.45,1062.23,937.77,-0.003682,0.029193,0.220241,3.9e-05
1394,-2.0,2.0,0.4,1056.73,943.27,-0.003682,0.029193,0.220241,3.9e-05
1395,0.48,-0.48,0.45,1067.68,932.32,-0.003682,0.029193,0.220241,3.9e-05
1396,-0.57,0.57,0.45,1077.75,922.25,-0.003682,0.029193,0.220241,3.9e-05
1397,-2.0,2.0,0.4,1071.03,928.97,-0.003682,0.029193,0.220241,3.9e-05
1398,-2.0,2.0,0.35,1064.83,935.17,-0.003682,0.029193,0.220241,3.9e-05
1399,-0.23,0.23,0.35,1075.12,924.88,-0.003682,0.029193,0.220241,3.9e-05
1400,-0.54,0.54,0.35,1084.6,915.4,-0.003682,0.029193,0.220241,3.9e-05
1401,-2.0,2.0,0.3,1077.37,922.63,-0.003682,0.029193,0.220241,3.9e-05
1402,-2.0,2.0,0.25,1070.68,929.32,-0.003682,0.029193,0.220241,3.9e-05
1403,-2.0,2.0,0.25,1064.51,935.49,-0.003682,0.029193,0.220241,3.9e-05
1404,-2.0,2.0,0.25,1058.83,941.17,-0.000449,0.032287,0.235802,4e-05
1405,-2.0,2.0,0.25,1053.61,946.39,-0.000449,0.032287,0.235802,4e-05
1406,-2.0,2.0,0.25,1048.82,951.18,-0.000449,0.032287,0.235802,4e-05
1407,-2.0,2.0,0.25,1044.44,955.56,-0.000449,0.032287,0.235802,4e-05
1408,-2.0,2.0,0.25,1040.43,959.57,-0.000449,0.032287,0.235802,4e-05
1409,-2.0,2.0,0.25,1036.77,963.23,-0.000449,0.032287,0.235802,4e-05
1410,-2.0,2.0,0.2,1033.44,966.56,-0.000449,0.032287,0.235802,4e-05
1411,-2.0,2.0,0.2,1030.4,969.6,-0.000449,0.032287,0.235802,4e-05
1412,0.41,-0.41,0.25,1043.62,956.38,-0.000449,0.032287,0.235802,4e-05
1413,-0.94,0.94,0.3,1055.69,944.31,-0.000449,0.032287,0.235802,4e-05
1414,-0.15,0.15,0.35,1066.73,933.27,-0.000449,0.032287,0.235802,4e-05
1415,-0.97,0.97,0.35,1076.87,923.13,-0.005236,0.031793,0.313731,5.3e-05
1416,-0.95,0.95,0.35,1086.22,913.78,-0.005236,0.031793,0.313731,5.3e-05
1417,0.7,-0.7,0.4,1094.87,905.13,-0.005236,0.031793,0.313731,5.3e-05
1418,-2.0,2.0,0.4,1086.91,913.09,-0.005236,0.031793,0.313731,5.3e-05
1419,-2.0,2.0,0.35,1079.51,920.49,-0.005236,0.031793,0.313731,5.3e-05
1420,-2.0,2.0,0.3,1072.66,927.34,-0.005236,0.031793,0.313731,5.3e-05
1421,-2.0,2.0,0.3,1066.33,933.67,-0.005236,0.031793,0.313731,5.3e-05
1422,-2.0,2.0,0.3,1060.5,939.5,-0.005236,0.031793,0.313731,5.3e-05
1423,-0.19,0.19,0.35,1071.15,928.85,-0.005236,0.031793,0.313731,5.3e-05
1424,-2.0,2.0,0.35,1064.94,935.06,-0.005236,0.031793,0.313731,5.3e-05
1425,-2.0,2.0,0.35,1059.22,940.78,-0.005236,0.031793,0.313731,5.3e-05
1426,-2.0,2.0,0.35,1053.97,946.03,-0.005236,0.031793,0.313731,5.3e-05
1427,-2.0,2.0,0.35,1049.15,950.85,-0.004414,0.028684,0.209638,3.6e-05
1428,-0.05,0.05,0.4,1060.74,939.26,-0.004414,0.028684,0.209638,3.6e-05
1429,0.25,-0.25,0.45,1071.36,928.64,-0.004414,0.028684,0.209638,3.6e-05
1430,-2.0,2.0,0.45,1065.14,934.86,-0.004414,0.028684,0.209638,3.6e-05
1431,-0.3,0.3,0.5,1075.4,924.6,-0.004414,0.028684,0.209638,3.6e-05
1432,0.6,-0.6,0.5,1084.86,915.14,-0.004414,0.028684,0.209638,3.6e-05
1433,0.65,-0.65,0.5,1093.62,906.38,-0.004414,0.028684,0.209638,3.6e-05
1434,-2.0,2.0,0.45,1085.74,914.26,-0.004414,0.028684,0.209638,3.6e-05
1435,-0.16,0.16,0.45,1094.43,905.57,-0.004414,0.028684,0.209638,3.6e-05
1436,-2.0,2.0,0.4,1086.5,913.5,-0.004414,0.028684,0.209638,3.6e-05
1437,-0.46,0.46,0.4,1095.13,904.87,-0.004414,0.028684,0.209638,3.6e-05
1438,0.01,-0.01,0.45,1103.15,896.85,-0.004414,0.028684,0.209638,3.6e-05
1439,-2.0,2.0,0.45,1094.63,905.37,-0.004414,0.028684,0.209638,3.6e-05
1440,-0.92,0.92,0.5,1102.68,897.32,-0.004414,0.028684,0.209638,3.6e-05
1441,-2.0,2.0,0.5,1094.19,905.81,-0.006536,0.06606,0.31274,4.7e-05
1442,-2.0,2.0,0.5,1086.28,913.72,-0.006536,0.06606,0.31274,4.7e-05
1443,-2.0,2.0,0.45,1078.93,921.07,-0.006536,0.06606,0.31274,4.7e-05
1444,-2.0,2.0,0.45,1072.12,927.88,-0.006536,0.06606,0.31274,4.7e-05
1445,-2.0,2.0,0.45,1065.83,934.17,-0.006536,0.06606,0.31274,4.7e-05
1446,0.02,-0.02,0.5,1076.04,923.96,-0.006536,0.06606,0.31274,4.7e-05
1447,-2.0,2.0,0.5,1069.46,930.54,-0.006536,0.06606,0.31274,4.7e-05
1448,-2.0,2.0,0.45,1063.38,936.62,-0.006536,0.06606,0.31274,4.7e-05
1449,-2.0,2.0,0.4,1057.79,942.21,-0.006536,0.06606,0.31274,4.7e-05
1450,-0.74,0.74,0.45,1068.65,931.35,-0.006536,0.06606,0.31274,4.7e-05
1451,-0.92,0.92,0.45,1078.64,921.36,-0.006536,0.06606,0.31274,4.7e-05
1452,-2.0,2.0,0.4,1071.85,928.15,-0.003107,0.027389,0.316952,4.6e-05
1453,-2.0,2.0,0.35,1065.59,934.41,-0.003107,0.027389,0.316952,4.6e-05
1454,-2.0,2.0,0.35,1059.82,940.18,-0.003107,0.027389,0.316952,4.6e-05
1455,-2.0,2.0,0.3,1054.52,945.48,-0.003107,0.027389,0.316952,4.6e-05
1456,-2.0,2.0,0.3,1049.66,950.34,-0.003107,0.027389,0.316952,4.6e-05
1457,-2.0,2.0,0.25,1045.2,954.8,-0.003107,0.027389,0.316952,4.6e-05
1458,-2.0,2.0,0.2,1041.13,958.87,-0.003107,0.027389,0.316952,4.6e-05
1459,-2.0,2.0,0.2,1037.41,962.59,-0.003107,0.027389,0.316952,4.6e-05
1460,-2.0,2.0,0.15,1034.02,965.98,-0.003107,0.027389,0.316952,4.6e-05
1461,-2.0,2.0,0.15,1030.92,969.08,-0.003107,0.027389,0.316952,4.6e-05
1462,-2.0,2.0,0.15,1028.11,971.89,-0.003107,0.027389,0.316952,4.6e-05
1463,0.62,-0.62,0.2,1041.54,958.46,-0.001278,0.014369,0.349687,4.5e-05
1464,-0.48,0.48,0.25,1053.79,946.21,-0.001278,0.014369,0.349687,4.5e-05
1465,-2.0,2.0,0.25,1048.98,951.02,-0.001278,0.014369,0.349687,4.5e-05
1466,-2.0,2.0,0.2,1044.59,955.41,-0.001278,0.014369,0.349687,4.5e-05
1467,0.42,-0.42,0.25,1056.57,943.43,-0.001278,0.014369,0.349687,4.5e-05
1468,-2.0,2.0,0.25,1051.54,948.46,-0.001278,0.014369,0.349687,4.5e-05
1469,-2.0,2.0,0.25,1046.92,953.08,-0.001278,0.014369,0.349687,4.5e-05
1470,0.55,-0.55,0.25,1058.7,941.3,-0.001278,0.014369,0.349687,4.5e-05
1471,-2.0,2.0,0.2,1053.49,946.51,-0.001278,0.014369,0.349687,4.5e-05
1472,-2.0,2.0,0.2,1048.72,951.28,-0.001278,0.014369,0.349687,4.5e-05
1473,-2.0,2.0,0.2,1044.34,955.66,-0.001278,0.014369,0.349687,4.5e-05
1474,0.99,-0.99,0.25,1056.35,943.65,-0.001278,0.014369,0.349687,4.5e-05
1475,-0.58,0.58,0.3,1067.33,932.67,-0.001278,0.014369,0.349687,4.5e-05
1476,-2.0,2.0,0.3,1061.42,938.58,-0.001278,0.014369,0.349687,4.5e-05
1477,-2.0,2.0,0.3,1055.99,944.01,-0.003737,0.045575,0.401084,4.7e-05
1478,-2.0,2.0,0.3,1051.0,949.0,-0.003737,0.045575,0.401084,4.7e-05
1479,-2.0,2.0,0.3,1046.44,953.56,-0.003737,0.045575,0.401084,4.7e-05
1480,-2.0,2.0,0.3,1042.26,957.74,-0.003737,0.045575,0.401084,4.7e-05
1481,-2.0,2.0,0.3,1038.44,961.56,-0.003737,0.045575,0.401084,4.7e-05
1482,-2.0,2.0,0.3,1034.96,965.04,-0.003737,0.045575,0.401084,4.7e-05
1483,-2.0,2.0,0.25,1031.78,968.22,-0.003737,0.045575,0.401084,4.7e-05
1484,-0.08,0.08,0.25,1044.89,955.11,-0.003737,0.045575,0.401084,4.7e-05
1485,-2.0,2.0,0.25,1040.84,959.16,-0.003737,0.045575,0.401084,4.7e-05
1486,-2.0,2.0,0.25,1037.15,962.85,-0.003737,0.045575,0.401084,4.7e-05
1487,-2.0,2.0,0.2,1033.78,966.22,-0.002609,0.018507,0.389746,4.3e-05
1488,-2.0,2.0,0.2,1030.71,969.29,-0.002609,0.018507,0.389746,4.3e-05
1489,-2.0,2.0,0.2,1027.91,972.09,-0.002609,0.018507,0.389746,4.3e-05
1490,-2.0,2.0,0.15,1025.36,974.64,-0.002609,0.018507,0.389746,4.3e-05
1491,-2.0,2.0,0.15,1023.04,976.96,-0.002609,0.018507,0.389746,4.3e-05
1492,-2.0,2.0,0.15,1020.93,979.07,-0.002609,0.018507,0.389746,4.3e-05
1493,-2.0,2.0,0.15,1019.01,980.99,-0.002609,0.018507,0.389746,4.3e-05
1494,-2.0,2.0,0.1,1017.27,982.73,-0.002609,0.018507,0.389746,4.3e-05
1495,-2.0,2.0,0.05,1015.68,984.32,-0.002609,0.018507,0.389746,4.3e-05
1496,-2.0,2.0,0.05,1014.24,985.76,-0.002609,0.018507,0.389746,4.3e-05
1497,-2.0,2.0,0.05,1012.93,987.07,-0.002196,0.009857,0.298245,3e-05
1498,-2.0,2.0,0.05,1011.74,988.26,-0.002196,0.009857,0.298245,3e-05
1499,-2.0,2.0,0.05,1010.66,989.34,-0.002196,0.009857,0.298245,3e-05
1500,-2.0,2.0,0.05,1009.68,990.32,-0.002196,0.009857,0.298245,3e-05
1501,-2.0,2.0,0.05,1008.79,991.21,-0.002196,0.009857,0.298245,3e-05
1502,-2.0,2.0,0.05,1007.98,992.02,-0.002196,0.009857,0.298245,3e-05
1503,-2.0,2.0,0.05,1007.25,992.75,-0.002196,0.009857,0.298245,3e-05
1504,-2.0,2.0,0.0,1006.58,993.42,-0.002196,0.009857,0.298245,3e-05
1505,0.54,-0.54,0.05,1021.98,978.02,-0.002196,0.009857,0.298245,3e-05
1506,-2.0,2.0,0.05,1019.96,980.04,-0.002196,0.009857,0.298245,3e-05
1507,-2.0,2.0,0.05,1018.13,981.87,-0.002196,0.009857,0.298245,3e-05
1508,-2.0,2.0,0.05,1016.47,983.53,-0.003664,0.016347,0.186976,1.9e-05
1509,-2.0,2.0,0.05,1014.96,985.04,-0.003664,0.016347,0.186976,1.9e-05
1510,-2.0,2.0,0.05,1013.58,986.42,-0.003664,0.016347,0.186976,1.9e-05
1511,-0.7,0.7,0.1,1028.33,971.67,-0.003664,0.016347,0.186976,1.9e-05
1512,-2.0,2.0,0.1,1025.75,974.25,-0.003664,0.016347,0.186976,1.9e-05
1513,-2.0,2.0,0.1,1023.39,976.61,-0.003664,0.016347,0.186976,1.9e-05
1514,-2.0,2.0,0.1,1021.25,978.75,-0.003664,0.016347,0.186976,1.9e-05
1515,-2.0,2.0,0.1,1019.3,980.7,-0.003664,0.016347,0.186976,1.9e-05
1516,-0.58,0.58,0.15,1033.53,966.47,-0.003664,0.016347,0.186976,1.9e-05
1517,-2.0,2.0,0.15,1030.48,969.52,-0.003664,0.016347,0.186976,1.9e-05
1518,-0.37,0.37,0.2,1043.7,956.3,-0.003664,0.016347,0.186976,1.9e-05
1519,-2.0,2.0,0.2,1039.76,960.24,-0.003165,0.035811,0.244125,2.7e-05
1520,-2.0,2.0,0.2,1036.16,963.84,-0.003165,0.035811,0.244125,2.7e-05
1521,-2.0,2.0,0.2,1032.88,967.12,-0.003165,0.035811,0.244125,2.7e-05
1522,-2.0,2.0,0.2,1029.89,970.11,-0.003165,0.035811,0.244125,2.7e-05
1523,-2.0,2.0,0.2,1027.16,972.84,-0.003165,0.035811,0.244125,2.7e-05
1524,0.21,-0.21,0.25,1040.68,959.32,-0.003165,0.035811,0.244125,2.7e-05
1525,-0.48,0.48,0.25,1053.0,947.0,-0.003165,0.035811,0.244125,2.7e-05
1526,-2.0,2.0,0.25,1048.26,951.74,-0.003165,0.035811,0.244125,2.7e-05
1527,-2.0,2.0,0.25,1043.93,956.07,-0.003165,0.035811,0.244125,2.7e-05
1528,-2.0,2.0,0.25,1039.97,960.03,-0.003165,0.035811,0.244125,2.7e-05
1529,-2.0,2.0,0.25,1036.35,963.65,-0.003165,0.035811,0.244125,2.7e-05
1530,-2.0,2.0,0.25,1033.05,966.95,-0.003088,0.024859,0.360696,3.8e-05
1531,-2.0,2.0,0.2,1030.04,969.96,-0.003088,0.024859,0.360696,3.8e-05
1532,-2.0,2.0,0.2,1027.3,972.7,-0.003088,0.024859,0.360696,3.8e-05
1533,-2.0,2.0,0.2,1024.81,975.19,-0.003088,0.024859,0.360696,3.8e-05
1534,-2.0,2.0,0.2,1022.54,977.46,-0.003088,0.024859,0.360696,3.8e-05
1535,0.04,-0.04,0.25,1036.47,963.53,-0.003088,0.024859,0.360696,3.8e-05
1536,-2.0,2.0,0.2,1033.16,966.84,-0.003088,0.024859,0.360696,3.8e-05
1537,-2.0,2.0,0.2,1030.15,969.85,-0.003088,0.024859,0.360696,3.8e-05
1538,-2.0,2.0,0.15,1027.4,972.6,-0.003088,0.024859,0.360696,3.8e-05
1539,-2.0,2.0,0.15,1024.89,975.11,-0.003088,0.024859,0.360696,3.8e-05
1540,-2.0,2.0,0.15,1022.62,977.38,-0.003088,0.024859,0.360696,3.8e-05
1541,-2.0,2.0,0.15,1020.55,979.45,-0.002441,0.014289,0.21261,2.2e-05
1542,-2.0,2.0,0.15,1018.66,981.34,-0.002441,0.014289,0.21261,2.2e-05
1543,-2.0,2.0,0.15,1016.95,983.05,-0.002441,0.014289,0.21261,2.2e-05
1544,-2.0,2.0,0.1,1015.39,984.61,-0.002441,0.014289,0.21261,2.2e-05
1545,-2.0,2.0,0.05,1013.98,986.02,-0.002441,0.014289,0.21261,2.2e-05
1546,-2.0,2.0,0.05,1012.69,987.31,-0.002441,0.014289,0.21261,2.2e-05
1547,-0.31,0.31,0.1,1027.53,972.47,-0.002441,0.014289,0.21261,2.2e-05
1548,-2.0,2.0,0.1,1025.01,974.99,-0.002441,0.014289,0.21261,2.2e-05
1549,-2.0,2.0,0.1,1022.73,977.27,-0.002441,0.014289,0.21261,2.2e-05
1550,-2.0,2.0,0.1,1020.64,979.36,-0.002441,0.014289,0.21261,2.2e-05
1551,-0.32,0.32,0.15,1034.75,965.25,-0.002441,0.014289,0.21261,2.2e-05
1552,-2.0,2.0,0.15,1031.59,968.41,-0.000976,0.024791,0.150302,1.7e-05
1553,-2.0,2.0,0.15,1028.71,971.29,-0.000976,0.024791,0.150302,1.7e-05
1554,-2.0,2.0,0.15,1026.09,973.91,-0.000976,0.024791,0.150302,1.7e-05
1555,-0.53,0.53,0.15,1039.71,960.29,-0.000976,0.024791,0.150302,1.7e-05
1556,-2.0,2.0,0.15,1036.11,963.89,-0.000976,0.024791,0.150302,1.7e-05
1557,0.38,-0.38,0.2,1048.83,951.17,-0.000976,0.024791,0.150302,1.7e-05
1558,-2.0,2.0,0.2,1044.45,955.55,-0.000976,0.024791,0.150302,1.7e-05
1559,-2.0,2.0,0.2,1040.44,959.56,-0.000976,0.024791,0.150302,1.7e-05
1560,-2.0,2.0,0.2,1036.79,963.21,-0.000976,0.024791,0.150302,1.7e-05
1561,-2.0,2.0,0.2,1033.45,966.55,-0.000976,0.024791,0.150302,1.7e-05
1562,-2.0,2.0,0.2,1030.4,969.6,-0.000976,0.024791,0.150302,1.7e-05
1563,-2.0,2.0,0.2,1027.63,972.37,0.00073,0.0155,0.180353,1.7e-05
1564,-2.0,2.0,0.2,1025.11,974.89,0.00073,0.0155,0.180353,1.7e-05
1565,-2.0,2.0,0.2,1022.81,977.19,0.00073,0.0155,0.180353,1.7e-05
1566,-2.0,2.0,0.2,1020.72,979.28,0.00073,0.0155,0.180353,1.7e-05
1567,-2.0,2.0,0.15,1018.82,981.18,0.00073,0.0155,0.180353,1.7e-05
1568,-2.0,2.0,0.15,1017.1,982.9,0.00073,0.0155,0.180353,1.7e-05
1569,0.21,-0.21,0.2,1031.53,968.47,0.00073,0.0155,0.180353,1.7e-05
1570,-2.0,2.0,0.2,1028.65,971.35,0.00073,0.0155,0.180353,1.7e-05
1571,-2.0,2.0,0.15,1026.04,973.96,0.00073,0.0155,0.180353,1.7e-05
1572,-2.0,2.0,0.15,1023.66,976.34,0.00073,0.0155,0.180353,1.7e-05
1573,-2.0,2.0,0.15,1021.49,978.51,0.00073,0.0155,0.180353,1.7e-05
1574,-0.45,0.45,0.2,1035.52,964.48,-0.002143,0.019993,0.252783,2.2e-05
1575,-2.0,2.0,0.15,1032.3,967.7,-0.002143,0.019993,0.252783,2.2e-05
1576,-2.0,2.0,0.15,1029.36,970.64,-0.002143,0.019993,0.252783,2.2e-05
1577,-2.0,2.0,0.1,1026.68,973.32,-0.002143,0.019993,0.252783,2.2e-05
1578,-2.0,2.0,0.1,1024.24,975.76,-0.002143,0.019993,0.252783,2.2e-05
1579,-2.0,2.0,0.1,1022.02,977.98,-0.002143,0.019993,0.252783,2.2e-05
1580,-2.0,2.0,0.1,1020.0,980.0,-0.002143,0.019993,0.252783,2.2e-05
1581,-2.0,2.0,0.1,1018.17,981.83,-0.002143,0.019993,0.252783,2.2e-05
1582,-2.0,2.0,0.1,1016.5,983.5,-0.002143,0.019993,0.252783,2.2e-05
1583,-0.91,0.91,0.15,1030.99,969.01,-0.002143,0.019993,0.252783,2.2e-05
1584,-2.0,2.0,0.15,1028.16,971.84,-0.002143,0.019993,0.252783,2.2e-05
1585,-2.0,2.0,0.15,1025.59,974.41,-0.000972,0.021164,0.245503,1.8e-05
1586,-2.0,2.0,0.15,1023.25,976.75,-0.000972,0.021164,0.245503,1.8e-05
1587,-2.0,2.0,0.15,1021.12,978.88,-0.000972,0.021164,0.245503,1.8e-05
1588,-2.0,2.0,0.15,1019.19,980.81,-0.000972,0.021164,0.245503,1.8e-05
1589,-2.0,2.0,0.1,1017.43,982.57,-0.000972,0.021164,0.245503,1.8e-05
1590,-2.0,2.0,0.1,1015.83,984.17,-0.000972,0.021164,0.245503,1.8e-05
1591,-2.0,2.0,0.1,1014.37,985.63,-0.000972,0.021164,0.245503,1.8e-05
1592,-2.0,2.0,0.1,1013.05,986.95,-0.000972,0.021164,0.245503,1.8e-05
1593,-2.0,2.0,0.1,1011.85,988.15,-0.000972,0.021164,0.245503,1.8e-05
1594,-2.0,2.0,0.05,1010.76,989.24,-0.000972,0.021164,0.245503,1.8e-05
1595,-2.0,2.0,0.05,1009.77,990.23,-0.000208,0.014593,0.223303,1.7e-05
1596,-2.0,2.0,0.05,1008.87,991.13,-0.000208,0.014593,0.223303,1.7e-05
1597,-2.0,2.0,0.05,1008.06,991.94,-0.000208,0.014593,0.223303,1.7e-05
1598,-0.43,0.43,0.1,1023.32,976.68,-0.000208,0.014593,0.223303,1.7e-05
1599,-2.0,2.0,0.1,1021.18,978.82,-0.000208,0.014593,0.223303,1.7e-05
1600,-2.0,2.0,0.1,1019.24,980.76,-0.000208,0.014593,0.223303,1.7e-05
1601,-2.0,2.0,0.1,1017.47,982.53,-0.000208,0.014593,0.223303,1.7e-05
1602,-2.0,2.0,0.1,1015.87,984.13,-0.000208,0.014593,0.223303,1.7e-05
1603,-2.0,2.0,0.05,1014.41,985.59,-0.000208,0.014593,0.223303,1.7e-05
1604,-2.0,2.0,0.05,1013.09,986.91,-0.000208,0.014593,0.223303,1.7e-05
1605,-2.0,2.0,0.05,1011.89,988.11,-0.000383,0.017858,0.190723,1.4e-05
1606,-2.0,2.0,0.05,1010.79,989.21,-0.000383,0.017858,0.190723,1.4e-05
1607,-2.0,2.0,0.05,1009.8,990.2,-0.000383,0.017858,0.190723,1.4e-05
1608,-2.0,2.0,0.05,1008.9,991.1,-0.000383,0.017858,0.190723,1.4e-05
1609,-2.0,2.0,0.05,1008.08,991.92,-0.000383,0.017858,0.190723,1.4e-05
1610,-2.0,2.0,0.05,1007.34,992.66,-0.000383,0.017858,0.190723,1.4e-05
1611,-2.0,2.0,0.05,1006.66,993.34,-0.000383,0.017858,0.190723,1.4e-05
1612,-2.0,2.0,0.05,1006.05,993.95,-0.000383,0.017858,0.190723,1.4e-05
1613,-2.0,2.0,0.05,1005.49,994.51,-0.000383,0.017858,0.190723,1.4e-05
1614,-2.0,2.0,0.05,1004.98,995.02,-0.000383,0.017858,0.190723,1.4e-05
1615,-2.0,2.0,0.05,1004.53,995.47,-0.000383,0.017858,0.190723,1.4e-05
1616,-2.0,2.0,0.05,1004.11,995.89,-0.001704,0.012366,0.191296,1.2e-05
1617,-0.85,0.85,0.1,1019.73,980.27,-0.001704,0.012366,0.191296,1.2e-05
1618,-2.0,2.0,0.05,1017.92,982.08,-0.001704,0.012366,0.191296,1.2e-05
1619,-2.0,2.0,0.05,1016.28,983.72,-0.001704,0.012366,0.191296,1.2e-05
1620,-2.0,2.0,0.05,1014.78,985.22,-0.001704,0.012366,0.191296,1.2e-05
1621,-2.0,2.0,0.05,1013.42,986.58,-0.001704,0.012366,0.191296,1.2e-05
1622,-0.2,0.2,0.1,1028.19,971.81,-0.001704,0.012366,0.191296,1.2e-05
1623,-2.0,2.0,0.1,1025.62,974.38,-0.001704,0.012366,0.191296,1.2e-05
1624,-2.0,2.0,0.1,1023.27,976.73,-0.001704,0.012366,0.191296,1.2e-05
1625,-2.0,2.0,0.1,1021.14,978.86,-0.001704,0.012366,0.191296,1.2e-05
1626,-2.0,2.0,0.1,1019.2,980.8,-0.001096,0.014944,0.167361,1.1e-05
